hatespeech,subtype,text
0,0,"@nadkaku jaz pa samo počakam da lukec zrihta jurja penzije ,pa zbrišem v penzijo😉"
1,1,"Pred Črenšovci ustavili tihotapca, ki si je v osebni avtomobil &amp;#8220;naložil&amp;#8221; kar 9 ilegalnih migrantov https://t.co/nHTVD1T1jy"
1,4,"@meteoriterain Kretenom pravim islamisti, ker poznam kar nekaj muslimanov, ki so povsem sprejemljivi in ne silijo z vero."
1,1,"@prisrcna1 Uni, ki vdirajo k nam, se nam pa režijo zaradi takih budalaščin. In še prav imajo."
1,3,"@petra_jansa @MareAndi Če jo bodo umaknili, bodo pa kure iz notranjosti stavbe lačne."
1,1,@tradicijaslo Slovenija raj za albance in cigane. Bodocnost slobanane. Levica bravo.
1,4,Muslimane v policijo in vojsko!!! Slovence pa ven!!! Le tako bodo Butalci pokazali svojo pravilno usmerjenost. https://t.co/DEQkMWJuFC
1,1,"@PrstanSi Čefurstvo je stanje duha in ne narodnost. Takele klatijo Godina, Tomić, Vojnović, Kordiš, Mesec, Hanžek, Peršak ..."
0,0,@JureBeric hehe počakajmo 2 polčas ka nemo ge na mrzlon severi tuj brez veze schwitzali.
0,0,"@lukavalas Na 9 jih pržiš??? To je škandal! Vsi vejo, da se jurčke prži na 5, vsi!!"
0,0,"Če ste danes poslušali Junckerja glede Rvacke, ste lahko videli, kako je Slovenija dobila prst v rit. Me je kar malo zapeklo."
0,0,Nespametni vozniki med neurji s točo ustavljali v predorih in pod nadvozi https://t.co/xH5TGaB0FL
1,3,@KatarinaJenko @majsanom @dusankocevar1 A emancipacijo sedaj le še moški furamo?
1,3,"@LidijaDM @vinkovasle1 Ta baba je totalna nula, nič od nič...stavim, da si je še gume sama prerezala v volilni kampaniji !"
1,3,"Vsak ve kaj je
posilstvo!!! Kaj bos
posilo babo da prides
do fuka!!! Ne, takemu bajdleku se ftrga glava, babo pa treba prebit ko
majmuna!!!"
0,0,"@motobrane Slišal sem tri ptičke pet,
med njimi tudi slavčka,
tiščal sem tri prste v rit,
med njimi tudi palčka."
0,0,Pomlad! Hocem pomlad!!! Ker moja storilnost je v riti ob takem vremenu. Najraje bi bila cel dan na kavcu pod dekco. Na toplem.
0,0,"V reviji Demokracija: Kučanov prijatelj George Soros vstopa v Tuš, kriminalisti mu pomagajo zbijati ceno! https://t.co/yJ8OAivQT5"
1,1,"Poslanci, ki ne uporabljajo dvojine, ki ne sklanjajo, ki govorijo balkanoslovenščino... mi nabijajo, kako moramo financirat kulturo. 
#bruh"
1,2,@Pika_So Ok. Z njimi postrezi na občnem zboru LGBT 😜 V naši oštariji prisegamo na nojeva in bivolja 😂
1,1,"novica je, še vedno, zakaj so črnuhi tobačno prodali https://t.co/MQmAxQDDME"
0,0,"Fenibut je snov, ki je dostopna na spletu, lahko pa deluje kot droga in povzroči tudi odvisnost. https://t.co/jrkuJPXXZ2"
1,1,"@penzionist12 @BojanSkec @jolandabuh @alenkamajsep Ampak ne,ti bi pil kri, opica,se oproščam vsem opicam,razen tebi"
1,3,@vinkovasle1 Od teh degenerirank pa je edin profit v zaslužku tetoverjev. Res prave fukse na kubik.
1,3,"Razlika med neumnimi in pametnimi moškimi:
Neumni pripovedujejo vice o blondinkah, pametni pa z njimi spijo. 
Lahko noč! 😇"
1,1,"Evropa postaja spet groba in grob. Tokrat je vojno zamenjala množična invazija migrantov. Spet se vse eksercira, grupira, ekstremira, čisti."
0,0,@Tevilevi @slovenskipanter JLA vojska? Izklopili smo jim elektriko in se je cela kasarna predala :))
0,0,@KatarinaJenko Oeticket ima zastonj printathome .. ista firma ... kupil 3 dni nazaj za en koncert
1,3,@prerok Drek je met same (celo majhne) babe na pikniku. Od tega ni nič dobrega. On čaka. https://t.co/suAA3bR5OD
0,0,Pravkar igram igro Biathlon Mania. Pridruži se in me poskusi premagati! http://t.co/pVZjxa6olR
1,4,"@JozeBiscak @JJansaSDS Če je musli rasist, je ok. Če mu to poveš pa že dinamit iz žepa vleče"
0,0,"Pogovorni večer DZ SDS...o Stavki, ki je iztirila rdeči režim...velika zahvala Slavku Kmetiču ter Gašperju Blažiču. https://t.co/VqWiOOf6FW"
1,1,@Nebodigatreba2 @BernardBrscic Afriko reši lahko le še ponovna kolonizacija s strani belcev ali rumenih. 🤔 #resno
0,0,"@freeeky Unga si nabav, ki ma vse v enem, pa mas pol se za ostane cudne vticnice po svetu."
0,0,"@petracj RESNO?!? OMFG. To pa boli glava. Še dobro, da jutri ne delam v SI temveč v BE - vlaki garant vozijo :)."
0,0,"Okoli vratu zimski šal, zadekana čez nos, spodaj pa gleženjčki ven. #peška I don't get it. 🙈"
0,0,"@ZigaTurk @tomltoml @cnfrmstA Sliši Mujo na radiu, da nekdo na avtocesti vozi v napačno smer, pa glasno reče: ""Ne samo eden! VSI!"""
0,0,"@mcanzutti Tudi tisti ""vse"" se iz njegovih ust čudno sliši, glede na znano izjavo ""daj, ubij tega"" onega komaj maturanta Jurčka?!"
0,0,"Pa to ne more biti res! Glavna vroča novica na siol. Net je intervju enega zdravnika, ki razlaga o parfumih #omg #ninovic #siol.net"
1,1,"@BojanPozar In ta srbski gnoj je sodnik v Sloveniji. Odpustiti iz službe, vzeti državljanstvo in naj se odplazi od koder se je priplazil."
0,0,"Top službe - dve priložnosti za izvršne direktorje, službe še v Pfizerju, Pipistrelu, Henklu, Rimacu in 13 podjetjih https://t.co/SQmwLTyK5O"
1,4,"Ne obstajata zmerni (samo v primeru Ibadijev) ali radikalni islamizem, temveč samo islamizem, ki,  sloni na Koranu !"
0,0,Letos smo gostje že veliko popili in pojedli v lokalu Logo na Brezovici da se vidi razkoš raste nov nadstrešek... http://t.co/cZsXDnCS
1,4,"#24ur niti z eno besedo ne omeni, da so vpleteni ""islamski"" napadalci, kot vecina ostalih medijev. Pri nas je to tabu!"
1,3,"“A veste, kere štir lukne so nejbol na bab? Tiste od vil.”

Predsednik slovenske vlade."
0,0,Medtem v bosanskem parlamentu: Sjedni tamo majmune! 🤣 https://t.co/FPqfteDFAw
0,0,"@VanjaPirc @GledalisceGlej Prenosa v živo ne bo, za zamudnike pa bo naslednji teden na voljo posnetek."
1,1,"Holesterol, alko, čiki in splošna, avtohtona zabitost... https://t.co/kKDwRLmdp2"
0,0,@AlanOrlic @aklemen Avto ti bo v 10 letih porabil za 2 k€ elektrike. Še vedno imaš premočno elektrarno inštalirano.
1,1,"@shamantheshaman Ljubljana je kot moje mesto lepa.....posiljkovic in njegova druzba so drekala, ki v Lj. ne pasejo"
0,0,"@Istrianer @MazzoVanKlein Hahaha za kamelji drek me se najmn skrbi. Probi rihtat papirje za poroko tam medtem,ko nimas pojma kaj se dogaja."
1,1,"... ali pa, da smo slovenci in bosanci najbolj butasti na balkanu 🙄 https://t.co/Ss1W56nDiB"
1,1,@ciro_ciril @mojcav1 @TotiMariborcan Ne potrebujemo ciganov in fukfehtarjev pri takih stvareh!
1,4,"@hrastelj @Hrastnikov Nikar, boš prišel izpod dežja pod kap, se malo pa bo muslic DE prezident, London že ima muslica za župana"
1,1,"@AnkaLesar Citiram: “Temnopolti(vstavi šport), umetnik, znanstvenik etc. judovskega porekla... Za bruhat."
1,1,"@DanielKalan Qurc, 170 hočejo. Za 2ko pa že 210, banda kitajska požrešna. A zdej bi še pečenko zravn riža jedl."
0,0,"Taprau dec najprej otroka nahrani, umije in uspava, potem pa ob likanju fuzbal gleda in cedevito pije."
1,4,"Otroci, predno sta jih Allah in islam razstrelila
https://t.co/Xe2TGBo2AK https://t.co/7Igor93Ieq"
0,0,"@powersmoothie Naslednjič bom mel svojo frulico poleg, pa bomo vsi poprek pihali 😛"
0,0,@VeraKozmik Deregulacijo vseh gostinskih poklicev je 2005 uvedla Janševa vlada. #samPovem @bota112
1,4,"pedri in lezbijke, muslimanski bratje in sestre vas tako pricakujejo https://t.co/4HWPJBMD6u"
1,2,"@armeni_janez More pa že bit nekaj krasnega, če si narobe zvezan oz. buzi, buz !"
1,4,"@Marjan_Podobnik Je pa baje res francoski državljan. Kar potrjuje,  da se islam ne integrirala, temveč okupira."
0,0,"@JacobMieling @pjur11 Res neverjetno, ja. Kardeljevo vero. Krscanstvo pa obvladate priblizno tako kot ekonomijo."
0,0,"@AlexNotfake Včasih so bile štabne k... e, potem long playke, danes so pa že v compactni izvedbi. Odpreš kovček in večkrat uporabiš."
1,1,@IsmeTsHorjuLa @KovacRebeka Ne ne ve da maš dojenčka in nečloveški urnik spanja!Nima veze s tem da si čefur/šved😂😂😂
0,0,@Primoz_Kovacic Tat bevande. Drugi kandidati ostanejo brez in grejo na špricer ali celo gemišt.
0,0,"Babico sem omenila in zdaj bi janeževe upognjence jedla, trde, 3 dni stare in jih pred vsakim grižljajem namočila v mleko."
0,0,"@Miha_Sch @lufthansa @adria_airways Popoldne imaš BRU, ZRH, MUC, WAW, vse zelo uporabno za dalje."
0,0,NZS je danes z registracijo potrdila prestop Cretuja iz Olimpije v Maribor. #plts #mb #maribor
1,4,"Svet :
Teroristi muslimanskega porekla polnijo skladišča z orožjem za napad v EU https://t.co/stZcVgGbIB"
1,1,"@TurizemLJ @TheCmok Mediji so takrat poročali, “Južnjaki“ so pa dokazali strpnost."
0,0,Ste tudi vi letos že kaj pustovali?   #kurentovanje #fašenk #melos https://t.co/1reS9AoTwk
0,0,"Ta hiša sredi idilične pokrajine je lahko vaša. Preberite, kako. https://t.co/Jz4I0SYThs via @SiolNEWS"
0,0,"Mogoče moramo pa bolj na glas tarnat, da naši cestarji ne plužijo dovolj dobro :p https://t.co/WcGI1ciCjn"
0,0,"Pocrkljala se bom še z eno kavo, potem pa hop v skoraj magični meglen gozd. #ljubimjesen"
0,0,@NovicaMihajlo @KilgoreSH5 Popolni odfuk @JozeBiscak kdaj si nazadnje beležil stik z realnostjo? https://t.co/2YjDJOm4Tx
1,3,"@lucijausaj Kaj pa dame porečejo? So menstrualne koledarčke izgubile/pomešale, ali le pamet založile?"
0,0,"@JsSmRenton @jure_mastnak Preden se začneš smešit, vprašaj: Bom izpadel neumen? Ja."
1,4,"@JozeBiscak Islam prevzema kontrolo,direktono in indirektno! Krivi politiki levi, ki uničujejo našo kulturo in vero!"
1,3,"Ženska se uredi:
obleka, salonarji,torbica, makeup,parfum,nakit, frizura..
kot manekenka.
Moški pa vse to pogleda in reče:
""DOBRA RIT!"""
1,1,"@BlockBrane @ErikaZnidarsic ja res je...jugoviči in cigani so se spravili na Slovence...
še malo pa manjka da nas začnejo še črnuhi..."
0,0,"Rutinirano... Zraven je mel še čas se vprašat, kaj bo dons za jest v menzi... https://t.co/0BPsOrMGGy"
0,0,"Ta teden v ND:  Prašičja gripa napolnila žepe - Grčijo pretresa sum korupcijskega škandala, ki naj bi segel v sam nekdanji politični vrh"
0,0,.@UrosEsih V analogiji manjka še število mrtvih Grkov kot posledica psihopatskih ukrepov @ECinSlovenia .
1,1,"@MitjaIrsic Butara je pozabla na imperializem, kar pa je prvinska levičaska bolezen. Opice ponavljajo, zato sodijo v podsaharsko Afriko!"
0,0,"@janez_tomazic Tud Borčija in Laškovnika ni v vladi, da bi spodbujala blokado firm v lasti (kao) tajkunov."
1,3,"@Chuppacadabra To, da verjetno mislijo, da so vsi moški taki kot pišoči, (pa ne upajo vprašati 🤔) se mi zdi še bolj mem."
1,3,"@BostjanFegus @MarkoFratnik @BernardBrscic Ahhh to pa ne, ti se delaš neumnega... veš, da so ženske noge pase,  ritke ste in 😊"
0,0,"@MarijaSoba V 50 letih komunizma so katoliško cerkev popolnoma zlustrirali in omrežili. Kot kaže, nepovratno."
0,0,@PetraKodra sej želatina je že notri. In musse sem že vlila na torto. Zej sem dala hladilnik na ful hlajenje in upam na najboljše.
0,0,"@MarkoPavlisic @AndrazHafner @D_Jasmina Mimogrede, preveri, kaj pišem. Ne na pamet sklepat."
0,0,"Pravosodni minister Klemenčič po pričakovanjih prestal interpelacijo
https://t.co/kZ2KtP0EGL https://t.co/O32UG4wi6r"
0,0,"@tomltoml predstava za narod, #padalec je hladna rezerva in je vedno potegnil z komunisti"
1,4,"@zasledovalec70 @rokschuster @miskasmetiska Sicer ful pozitivno dabest ampak iz HC musli saudi okolja med nežne pupce...
Niso'lhke🙃"
1,1,"@failedguidedog @andrazk 😱 Prokleti Lahi, samo sranje z njimi povsod. Štajerci so vsaj pijani in se jim nč zares ne nardi."
0,0,"@russhie Hvala. Mogoce ves za kaj prijazno ucinkovitega proti muckom, ki tako veselo lulajo v njo in mi jo celo potecajo."
1,2,@Nova24TV A bo na parado prišla oblečena v nuno in ves čas molila...no sej samo vprašam
0,0,Ura telovadbe pri @PetraGreiner. Do čet. bom hodila kot avstrolopitek. Smejat se začnem v soboto. But pain is just weakness leaving my body.
1,2,"@JoAnnaOfArc1 @jozikreuh @strankaSDS Kdor ni proti nenaravnemu siljenju otrok z LGTB, nima vesti."
0,0,"Vodilni v kraljevem razredu motoGP Marc Marquez pred domačo dirko: Pritiska ne bo, pač pa povečani adrenalin https://t.co/pNP5HadikP #motogp"
1,1,"@MlRezek @GregorKos @Pertinacal @BojanPozar Seveda, če si domoljub, če si pa cigan, greš v sosednjo občino."
1,3,"@Mpravosodje @DominikaSvarc Same ženske! Ah, kje so časi, ko so se pravi moški sodniki postavljali v bran pravice!"
1,1,"@RadioSLOVENEC Delajo sramoto Sloveniji, vsem vzeti državljanstvo in naj se vrnejo v Jugoslavijo."
0,0,"Pozor, ne moti→jakec masturbira in rabi čisti mir. Lahko pa dodate kakšno sliko od janeza, bo prej končal https://t.co/rJaVhvpLOh"
0,0,Tekst govori o vlogi nevladnih organizacij pri boju proti tihotapljenju migrantov... toda številne so del tihotapskega sistema...
0,0,Pravkar igram igro Biathlon Mania. Pridruži se in me poskusi premagati! https://t.co/PKMK0Qw7rr
1,3,"@KatarinaJenko Viš, kako ste ženske zakomplicirane.

Moški v takem primeru ne rabijo termometra... pokličejo rešilca!"
1,4,"Od strassbourškega pokola do marakeškega obglavljanja skandinavskih mladenk, povsod isti vzrok nasilja. 
ISLAM! 
https://t.co/tFzZGvAqik"
0,0,"Na Obrežje še okoli 20 avtobusov migrantov. Slovenska policija nima uradnih podatkov o novih prihodih, ker Hrvaška ne obvešča več."
0,0,"Če bi bili anti-5Gjevci taki stručkoti, kot radi mislijo da so, bi si zavzemali, da je oddajnik direkt na strehi njihove bajte."
1,2,"Čisto normalno za pederčke!
#Homoseksualnost in #kriminal sta neločljiva #celota https://t.co/NvtwyuPK1B"
0,0,"otroskim mozganom bi morali vrteti cimvec 'nepredvidljive' glasbe, jazza,improvizacije, sodobne resne  https://t.co/L8KN5P0Uqp"
1,1,"V Areju so večino tekem prestavljali, nižali štarte ipd. Sedaj pa berem Slovenčke, da črtijo Zlato Lisico in hvalijo Are. Žalostno."
1,1,"@marinmedak Zanimivo! Samostan Visoki Dečani je prestal 500 let pod Turki nepoškodovan. Pred ""kulturnimi"" Šiptarji pa ga mora čuvati KFOR!"
1,1,@janezgecc @ArcanSimona To ni res. Vsi ciganski dojenčki so takoj položili orožje.
1,4,"@markobandelli @policija_si po moje napačno rzumeš tvit. namiguje na to, kaj npr. isisovci delajo z geji. vržejo jih z vrha bloka."
0,0,"Po parih smucarijah samo kot gledalec,  me je res prejel, da grem spet bordat. Naslednjic, pa kar bo, bo."
0,0,ZASTOJ je nastal samo pred eno ŠOLO: Petošolec je izgubil oblast nad skirojem in trčil v ležečega policaja! https://t.co/gBCFQ3BMBC
1,4,"Čefurček Nevzat Porič je grozil ljudem, ki so priti džamiji! kaj bo treba temu čefurčku pokazat kako zgleda matilda?"
0,0,Depresija po res dobrem žuru je resna zadeva. Pa še ponedeljek. Pa še dež. https://t.co/PQc5TQYNMe
1,1,"@Carin2013 @MatevzNovak Srčno upam, da jih bo enosmerno zaprla 2018!!! Izhod pa naj ostane odprt!!! Tako za zamorce kot za rdečkarje!!!"
0,0,"V parlamentu se mi je zdelo , da znate misliti z lastno glavo. Penzija vam ocitno skodi. https://t.co/V5sVQhdkUw"
0,0,"@RokBratina @cesenj Vprašanje kolk zavajajo, kolk so pa samo nesposobni. Verjetno pa mešanica obojega"
1,1,"Zakaj nas neumnosti Avdića še vedno presenetijo, kukr čš 'ne moreš bit tolk glup!'? 
Tip je busanc, pa še policaj je bil."
1,3,@vinkovasle1 Od teh degenerirank pa je edin profit v zaslužku tetoverjev. Res prave fukse na kubik.
0,0,Pravkar igram igro Biathlon Mania. Pridruži se in me poskusi premagati! https://t.co/pLg4OmkrDg
0,0,@luka_vee v ameriškem forbsu mi je bila ob smrti namenjena kolumna. Kljub velikim dosežkom zanj še nisem slišal. Presenečen.
0,0,"@krokar9 @JJansaSDS @policija_si Vse ve, zato pa se noče soočiti z Janšo, tako kot sedaj Zoki ne z Logarjem!"
0,0,"Rusko MO pravi, da so Sirci sestrelili  vecino  raket https://t.co/Gs01eAvBSB"
1,1,"Sinoči sem v casino-ju KORONA srečal za en avtobus ""ubogih nabiralcev kovin""! Verjetno jim je CSD dal dodatek za rekreacijo..... :(( banda"
1,1,Mladi čefurji zahtevajo semaforje s silhueto bluetooth zvočnika: https://t.co/maq3ZrXX25
0,0,"Je pa telektualec, ko tole preberem. Ja @sarecmarjan jih res po cestah pobira. Pričakujem upor prnzionistov. https://t.co/IPB8HUzGIL"
0,0,Kozmodrom #Trbovlje Vse pripravljeno na novo izstrelitev ... https://t.co/TBrqAGHx42
0,0,"Na koncu javnega posnetka oznanita, da si gresta masirat joške. Njen dekliški priimek je pa poseg v zasebnost?  https://t.co/zV13dGKP4V"
0,0,"@martina1kajzer njokom podobni cmoki. rikota, špinača, muškatni oreh, parmezan."
1,3,Na sliki je ta terorist videti prijazen mlad fant. Kaj si te ni našel raje kake evropske poslanke (za v posteljo seveda)! Seks integrira.
0,0,"Takole je rekla prodajalka: denar bi dobil nazaj le, če bi plačal z gotovino. Jaz sem plačal s kartico @mercator_sl."
0,0,"VIKEND AKCIJA RAZVAJANJA!
Podarjamo wellness, večerje, penine!

Hotel Avanti Brno (že od 129 eur)
Prava izbira za... http://t.co/Ul9IAL9wAf"
1,1,"@spagetyuse To je popolnoma razumljivo, saj o znanju slovenščine odločajo čefurski uradniki."
1,1,"@m_bostjan Za arabske raketne inženirje je dovolj prostora v Sloveniji, jim bodo levičarji kaj našli..."
1,1,"Zakaj nas neumnosti Avdića še vedno presenetijo, kukr čš 'ne moreš bit tolk glup!'? 
Tip je busanc, pa še policaj je bil."
1,4,MI5: UK se sooča z doslej najhujšo teroristično grožnjo. Trenutno poteka več kot 500 preiskav zaradi terorizma. Islam je vera miru...
0,0,"@TinoMamic Vidiš kakšen si...Ko te pripeljejo do stanja, ko samega sebe več ne prepoznaš 😂 je reko, da je kriminalc 😂"
0,0,@Mateja_Rose Strah neutemeljen. Jih bo pa verjetno vseeno zaneslo k Janši. Brez LMŠ.
1,2,"Torej sledimo nauku, čimprej od matere pa med geje in pedofile, drugače bomo postali čisto običajni smrtniki. https://t.co/tTteY5qs8k"
1,4,@karfjolca Drugo ime za musliče je kanonfuter. Vprašanje je samo kdo pritiska na sprožilce v ozadju.
0,0,@PrahNeza @umijosek @urosg77 Ga poiščemo. Za vžigalnik pa bo poskrbljeno. ;)
1,4,"@tfajon @EP_Justice @strankaSD Kramberger bi reku: sendvič, pingo sok in enosmerno vozovnico v kozojebistan."
0,0,@anzet Samo Sneguljcica ni dovolj. Tudi palcki stejejo. #sedem #lokalnevolitve2018
1,1,"Sem danes v vinoteki videl Angleža, ki je pokupil za cel pickup slovenskih vin. Prekleti migranti, zdaj so se še na naša vina spravli!"
0,0,"@LidijaVidmar 😬, oblladki, počitek in spet mrzli obkladki. Pa kak brufen, če je hudo."
1,1,@lucijausaj Tudi Katalonija je ' prestreljena' s Španci kot npr. Ljubljana s tujci (glej mestni svet)
1,1,Prihodnost evropske civilizacije ni ne v Afriki in ne v Arabiji. Prihodnost evropske civilizacije je v maternicah Evropejk.
1,3,"Na svetu ni pravice, pravijo, da ženske nosijo tri vogale pri hiši, nihče pa ne pove, da moški nosi žensko. https://t.co/b9dBjI1Gg0"
1,1,"Kaj porečejo šiptarji, Bosanci in ostala nesrbska čefurjad na uvedbo srbščine v šole?"
0,0,"@JozeLeskovec @VaneGosnik Odpirajo, seveda... Evo, vse novo iz lesa, nove lesene postelje. Vse pripravljeno za sprejem prvih pacijentov."
0,0,"@javniprevoz @PrahNeza Okoli 70, ampak starejše garniture bodo postopoma umaknjene iz prometa."
1,1,"@vinkovasle1 @JJansaSDS Hujskanjem proti lastni državi? Kdaj, kje? Vsak kozoje**c, ki ga spustite v Slovenijo je hujskanje proti državi."
0,0,"Mucki zavrženi sredi gozda potrebujejo varne namestitve!!
Pomagajmo jim in delimo album, da doseže čimvečje... http://t.co/8A2AeNUwYv"
0,0,"@opica Kolikor gre na krožnik, pa še za par malic za sabo. Pa tud če rit poči. 😜"
1,1,"Čohanje po nosu povzroča kokakin......drži še od takrat,
ko sta ga natepavala tista dva negrota.
https://t.co/TUTsAegSbN"
0,0,To so res čudovite zgodbe o člov. solidarnosri. Čeprav ne vedno s srečnim koncem ... #nangaparbatrescue https://t.co/pRZ92SD08b
0,0,"Kick servis na backhand, tokrat na deuce stran, pa fantastična skrajšana za drugo zaključno. A potem napaka. 7:7."
0,0,Teniškega asa ustavili slovenski policisti  https://t.co/pyC57w0Rpy https://t.co/1CDQ5a1qfv
0,0,"ADAM, iskalec najzgodnejših znakov za nastajajočo demenco v možganih @val202 https://t.co/vg7yVam06K"
1,3,"@BozidarBiscan @MasaKociper @StrankaSAB Upam, da bo prišel čas, ko bodo obe zmešani koklji, poklicali tudi ponoči. In jih odvedli."
0,0,@crnkovic Probaj v konici priti na vlak v zasavju. Tast se je vozil iz Trbovel v Hrastnik da je gor prišel za Ljubljano.
0,0,"En teden teloh kot cvetača, drug teden sneg lomi veje z jablane.
Takega vremena ni bilo, ko sem bil mlajši...
Sta bili pa dve Nemčiji!"
0,0,"Vedno so mi šli golobi na živce. Sam zdej , ko ga gledam kako se peče na strehi bi mu pa najraj garažo odpru, da se mal pohladi."
1,4,Tole naredi 200+ let nebrzdanega verskega pranja možganov. https://t.co/rriOugayon
1,1,Se že prosto sprehajajo! Policija v nedeljo pri Mednem ustavila štiri temnopolte moške https://t.co/zE6EKksvTw via @Nova24TV
1,2,"Modern times. Ko moški rodi, ženska pa donira spermo. https://t.co/bSJ3CF0EqZ"
1,4,"Tako je muslimanska gang banda zdelala britanskega vojaka...  Mediji so dobili ukaz, da o tem molčijo! https://t.co/JHKJVzl3mn"
1,4,Ker imajo naši komunisti musliče za svoje naravne zaveznike! 💀 https://t.co/uCkB8Qbnwg
1,4,"Kako bi lajdre delale,so za oplojevanje bodočih posiljevalcev je cilj islama,da ponižajo civiliziran narod EU https://t.co/oog1LhuwQ0"
1,3,"@Bodem43 Ajde, ta vikend je še prilika, bo spet prodajala svoje melone, pardon, mandarine.

https://t.co/03ZeDqJtMy"
1,3,"@tviterBOSS @IrenaSirena Najdi si češpljo, pa ti folk na tviterju ne bo šel tolk na živce."
0,0,"FOTO:  Iz neba je padalo to, kar vidite na sliki. Gasilci bodo danes na terenu pozno v noč. https://t.co/alX7PNA42k"
0,0,".@abratusek: @mirocerar zakaj dopuščate, da za »vaše« veljajo drugačna pravila?"
0,0,"#Računalnik LENOVO H50-05, #LENOVO, #Računalniki | #MEGABITE - #računalniki in #računalniška #oprema. https://t.co/kdcCctR9sz"
0,0,"@MetkaSmole @tina3ka Fb ima kodes ,ki ga sprejmeš, ko se registriraš. Twiter in fb ni isto."
0,0,@cashkee Je treba nosit zaščitne špegle v takih okoljih. Pa to zdaj itak že veš...
1,1,"@ErlandKoec Se bomo počas vsi učil Albansk, če bomo šli h dohtarju pa v pekarno al slaščičarno alp na burek ali zlatarno........🤷‍♂️"
1,1,"No, zato mladi in malo manj mladi odhajajo/mo iz vukojebine. Omfg... #Volitve2018"
1,1,Palestinska država je samo evfemizem za skupek terorističnih band. Največjo škodo od nje imajo Palestinci sami.
0,0,"#spored nedelja

17.00 = Čebelica Maja: Medene igre
18.45 = Oblika vode
21.00 = Črni panter https://t.co/MD98gNmDOC"
1,1,"Hrvati nam orenk sranje delajo,če bo šlo tako naprej bomo meli v domačem morju hrvaško vojno mornarico.Klinc jih... https://t.co/oGCsaHOtm0"
1,3,"@boriscipot1 @cesenj Le Merkel? Tri nage zenske. To bi me takoj zablokirali.....no, morda pa ne, ker so belke.😁😁😁😁😁"
0,0,V soboto pa v Brežice!!! #dobrodelnikoncert #bitencinapoti https://t.co/8LodgIWtOP
0,0,"@bostios @BernardBrscic .....dokler še en šnif ima...
totomideli...to topress"
1,1,"@JozeBizjak @gastarbeitr @AlojzKovsca Kaj niso ti ""gastarbeiterji"" udb-ški zlikovci na začasnem morjenju v tujini?"
0,0,"Deloindom: Nesnica v domači reji znese do 200 jajc na leto: 

  Kategorija:
  Panorama
  Fri, 26 Apr 2013 09:0... http://t.co/7irF9cqw4N"
0,0,"»Ob ogledovanju Banfijevih del je nemogoče zaobiti romantično idejo sublimnega, saj nas dela puščajo zbegane pred... https://t.co/PiMkjR1LOz"
1,4,@kizidor Pa kaj se ukvarjate z tem prefuknjenim musličem vidite da je umsko zaostal!!
0,0,"@zaslovenijo2 v islamu se npr. kristjani ne obtožijo na smrt. Če pa si pedofil, boš pa zelo hitro pristal na sodni klopi."
1,1,@LeskovecNot Tudi musliji in podsaharski črnci z njim lastno razlago familije ustvarjajo še več otrok! 🥳
0,0,"@JazbarMatjaz Vprasaj se, koliko % otrok borda in koliko jih smuca ali pa si zeli smucati"
1,3,"@EllaTheAngel_ @strupko Meni, recimo, ni okej. Ženska more le pokazati kaj več od fotošopanih jošk in riti."
1,4,@strankalevica Bla bla! Ko nam pa po Evropi islamisti cerkve požigajo in ljudi koljejo je pa O.K.!!!
0,0,"@BineTraven @neukrotljiva Če bodo mene blokiral grem v Vižmarje, tam me ne najdejo."
1,1,"@Bojan58 @NovaSlovenija @MatejTonin Tako zavednim Slovencem slovnicnih napak ni za odpuscati. Vecina ""cefurjev"" bi naredila manj napak."
1,3,"@mcanzutti Kar pa žal famozna Charlize Theron svojemu sinu ne privošči, zato bi jo lahko vsak dan kdo dobro oklofutal!!🤬"
1,3,@FerdinandPusnik @cikibucka @BozidarBiscan Tale ženska jurišna obvlada samo juriš do šanka pa kozle streljat.
1,4,"V streljanju pred mošejama v Christchurchu (!) 40 mrtvih…
Kmalu tudi na Brezju."
1,1,"@KarolinaSemJaz Šiptarju je to v ""krvi"". Čakam, da nam pove kako se dela burek? KLOVN"
0,0,Ko na ljubljanski modni brvi trčita kurent in koralni greben https://t.co/C9k5YWV5Ky
1,1,@BernardBrscic nismo levičarji. Slovenci želimo da se čefurji ne vtikajo v našo politiko
0,0,"@ukclj Petek pred pustno soboto, dajmo ga konkretno in učinkovito predihari.."
1,1,"Cigani so pri nas nedotakljivi!! 24ur zapre komentarje, da ja ne bo kdo napisal kaj čez njih!!
https://t.co/VOmS0EKJry"
0,0,"@DC43 To vsiljuje ta ponudbena stran, lazje prodajas kot top shit urban mobility."
0,0,Na Božični izlet selfija posnet. Pridružite se nam in ujemite lepo... https://t.co/32Qv9xD6AG
0,0,"Rover z robotsko roko na Marsu je naredil posnetek - sebe samega.

https://t.co/4NZAOXlp0M"
0,0,"@SrdanKuret @PrimozP Obstaja sistem štipendiranja, študentski domovi... Bolj sposobni imajo vse opcije"
1,3,"@BozidarBiscan @MasaKociper @StrankaSAB Upam, da bo prišel čas, ko bodo obe zmešani koklji, poklicali tudi ponoči. In jih odvedli."
0,0,"@petrasovdat Fiat je že bil katastrofa,zdej pa še Chrysler,dvojna katastrofa!!"
