title,hatespeech,subtype,text
Navy names ship after gay rights advocate Harvey Milk,1,2,"You mean the pedophile Harvey Milk? That one? Name a whole ship after a pedophile, wow."
Navy names ship after gay rights advocate Harvey Milk,0,-1,"Being ex-Navy, this is disgusting to me. ""Other than honorable"" discharge should have eliminated his name from possible choices."
Navy names ship after gay rights advocate Harvey Milk,0,-1,Coming soon: The USS Micheal Brown
Navy names ship after gay rights advocate Harvey Milk,0,-1,The good ship Lollypop?
Navy names ship after gay rights advocate Harvey Milk,0,-1,Flying the Rainbow Flag.
Navy names ship after gay rights advocate Harvey Milk,0,-1,I guess the Navy doesn't have any more deserving sailors they can honor. This political correctness is going to destroy one of the few remaining government organizations that still have some respect from the public.
Navy names ship after gay rights advocate Harvey Milk,0,-1,Good comment!
Navy names ship after gay rights advocate Harvey Milk,0,-1,you'll notice Fox didn't bother to mention the earlier ceremony the same day in Camp Pendleton naming a ship after MoH John Basilone (second ship named after him and it's a real warship DDG) Guess that wouldn't play into the narrative though huh?
Navy names ship after gay rights advocate Harvey Milk,0,-1,"They are also in the process of changing the Navy Fight song from ""Anchors Away"" to ""In The Navy"" by the Village People!"
Navy names ship after gay rights advocate Harvey Milk,1,2,"Welcome aboard the USS Milk, sailor! Seriously. I think the USS J. Christopher Stevens, the USS Tyrone Woods, the USS Glen Doherty, or the USS Sean Smith...American heroes who died for America instead of for their lifestyle, deviant or not, would be better able stomached."
Navy names ship after gay rights advocate Harvey Milk,0,-1,Will they make a backdoor deal to get it commissioned?
Navy names ship after gay rights advocate Harvey Milk,0,-1,USNS Harvey Milk. Aft boarding only.
Navy names ship after gay rights advocate Harvey Milk,1,2,The muslims will make an extra effort to blow it up
Navy names ship after gay rights advocate Harvey Milk,0,-1,Jeffrey Dahmer was in the Army. How about naming a base after him?
Navy names ship after gay rights advocate Harvey Milk,1,2,USS PERVERSION
Navy names ship after gay rights advocate Harvey Milk,1,2,I don't understand. Isn't the Navy gay enough already?
Navy names ship after gay rights advocate Harvey Milk,1,2,"Just like Milk, this ship will be full of sea-men."
Navy names ship after gay rights advocate Harvey Milk,0,-1,"Pathetic! If I was in the Navy when the ship comes out, I'd refuse to serve on it! This guy was no military anything, never served! Not a key United States government person, just a local nobody! Pathetic!"
Navy names ship after gay rights advocate Harvey Milk,0,-1,"He served in the Navy for 4 years, but was forced out with an ""Other than honorable"" discharge. Shouldn't we be naming ships after people who received an honorable discharge at the very minimum??"
Navy names ship after gay rights advocate Harvey Milk,1,2,USS MILK................. IT'S A FERRY............... I MEAN FAIRY !
Navy names ship after gay rights advocate Harvey Milk,0,-1,Is it going to be crewed by the Village People?
Navy names ship after gay rights advocate Harvey Milk,1,2,Fleet Auxiliary General. F.A.G.
Navy names ship after gay rights advocate Harvey Milk,1,2,"So, it's a ship that oils up other ships and hauls away their effluence? I guess, if you have politicians this determined to name a ship after a rumpranger an oiler is the best option."
Navy names ship after gay rights advocate Harvey Milk,0,-1,I'll bet San Francisco is watering at the mouth to get it there for Fleet Week.
Navy names ship after gay rights advocate Harvey Milk,0,-1,it will take a tsunami to wash the taste out of San Fran's bay
Navy names ship after gay rights advocate Harvey Milk,0,-1,Good to see the Conservative hate machine rev up. Keep it up Cons--- you're quickly becoming irrelevant. Or is this the Christ-like behavior you're always talking about?
Navy names ship after gay rights advocate Harvey Milk,0,-1,"sorry tighter, this is just meanness today, I haven't seen any evangelizing here; must be tomorrow"
Navy names ship after gay rights advocate Harvey Milk,0,-1,Could you translate that into English for the rest of us?
Navy names ship after gay rights advocate Harvey Milk,1,2,"Even if you define your life by a bad habit, it's still a bad habit. To define anyone by a sexual proclivity dismisses their free will out of hand."
Navy names ship after gay rights advocate Harvey Milk,0,-1,"No hatred by us-we just don't like Liberal/Lamocrats,like you.Maybe you should head down to Orlando."
Navy names ship after gay rights advocate Harvey Milk,1,2,How embarrassing for the Navy ....and America. Liberals have gleefully embraced every known perversion and deviance and are angry that sane people refuse to accept their sickness as 'normal'. Liberals - the very worst among us. Liberalism - America's greatest enemy.
Navy names ship after gay rights advocate Harvey Milk,1,2,They're planning to paint it pink with lace around the deck!
Navy names ship after gay rights advocate Harvey Milk,0,-1,"I find the pure hate the flows through the keyboards of the Fox ""Christians"" to be far more disgusting than anything Harvey Milk ever did"
Navy names ship after gay rights advocate Harvey Milk,1,2,"Buttsex is a bad habit, not a life style."
Navy names ship after gay rights advocate Harvey Milk,0,-1,Whats it like living in 1912?
Navy names ship after gay rights advocate Harvey Milk,0,-1,With all the nasty old STDs that are now drug resistant the libidinous are going to learn about chastity the hard way. A shot won't fix it anymore.
Navy names ship after gay rights advocate Harvey Milk,0,-1,Couldn't agree more. Great comment!
Navy names ship after gay rights advocate Harvey Milk,1,2,Obama immediately called the Commander of the ship to ask him about the status of the transgender bathrooms.
Navy names ship after gay rights advocate Harvey Milk,0,-1,That wasn't even a good try gomer.
Navy names ship after gay rights advocate Harvey Milk,0,-1,"Harvey died of HIV. So did his partner, I believe."
Navy names ship after gay rights advocate Harvey Milk,1,2,hahahahahahahahahahahahahahahaha
Navy names ship after gay rights advocate Harvey Milk,0,-1,Harvey was shot by a co-worker who hated gays. Even a quick google search would show that. But perhaps you prefer lying?
Navy names ship after gay rights advocate Harvey Milk,0,-1,hahahahahahahaha
Navy names ship after gay rights advocate Harvey Milk,0,-1,He was shot by a political rival Democrat.
Navy names ship after gay rights advocate Harvey Milk,0,-1,who didn't get the bathroom heel clicking
Navy names ship after gay rights advocate Harvey Milk,0,-1,Talking about Republican Larry Craig?
Navy names ship after gay rights advocate Harvey Milk,0,-1,So you believe made up stories.... thanks for sharing that.
Navy names ship after gay rights advocate Harvey Milk,0,-1,I pity the sailors that are assigned to the ship.
Navy names ship after gay rights advocate Harvey Milk,1,2,The Iranians will just throw it off of a building when their patrol boats capture it
Navy names ship after gay rights advocate Harvey Milk,1,2,"Welp, I guess this is the end of the US Navy as history has known it previously. It used to be a place where young boys went to learn how to be men. Now I guess it's a place where young gay boys go to meet other young gay boys. We must be a laughing stock."
Navy names ship after gay rights advocate Harvey Milk,0,-1,"I don't know about ""we,"" but I'll agree that you're a laughing stock."
Navy names ship after gay rights advocate Harvey Milk,0,-1,Its still the same Navy. Stop being a drama queen.
Navy names ship after gay rights advocate Harvey Milk,1,2,Did the Village people sing at the naming. LOL What a joke.
Navy names ship after gay rights advocate Harvey Milk,0,-1,Yeah that was a big black eye for the Navy when the Village People filmed a homoerotic video on one of their destroyers.
Navy names ship after gay rights advocate Harvey Milk,0,-1,"Nothing like a good gay article to bring out the ""conservative"" dinosaurs. The beauty is - conservatives lost. On gay rights, on your candidates, on everything that counts. Because extremist conservatives are a hate fringe group. Nothing more."
Navy names ship after gay rights advocate Harvey Milk,0,-1,GFY!!
Navy names ship after gay rights advocate Harvey Milk,0,-1,I know. Great isn't it.
Navy names ship after gay rights advocate Harvey Milk,0,-1,Remember Greece and those gays in the second century BC....you regressives .
Navy names ship after gay rights advocate Harvey Milk,0,-1,"Remember christians and the Roman Empire? When christians took over, the empire fell."
Navy names ship after gay rights advocate Harvey Milk,0,-1,That's not even factually accurate lol WTH are you even talking about
Navy names ship after gay rights advocate Harvey Milk,1,2,I beg to differ. The Hillary supporters are one huge hate group.
Navy names ship after gay rights advocate Harvey Milk,1,2,So that means you support pedophiles? Way to go lol You must be so proud
Navy names ship after gay rights advocate Harvey Milk,1,2,Gay Rights don't count- sorry!
Navy names ship after gay rights advocate Harvey Milk,1,2,Gays are hetero phobic.
Navy names ship after gay rights advocate Harvey Milk,0,-1,"This is so sad. I can't believe how much our country has imploded in the past eight years. Unfortunately, it looks like more of the same coming up."
Navy names ship after gay rights advocate Harvey Milk,0,-1,"Sure you don't want to go back any further? I am sure this didn't start in the last 8 years, but I see what you're trying to do."
Navy names ship after gay rights advocate Harvey Milk,1,2,"So this guy was in the Navy and gay. But because he was ""really gay"" and outspoken we named a Fu_kin ship after him?"
Navy names ship after gay rights advocate Harvey Milk,1,2,and he was a pedo
Navy names ship after gay rights advocate Harvey Milk,0,-1,Makes me glad I didn't serve aboard a tanker.The USN has really gone down hill.
Navy names ship after gay rights advocate Harvey Milk,1,2,"As a Navy Veteran I find this deplorable! What happened to the U.C.M.J. that we were held accountable too? I guess when Bill Clinton came in office and implemented ""Don't Tell, Don't Ask"" any thing that had to do with homosexuality or beastity went out the window. And now with Obama in office ANYTHING goes. Our once great Country has turned into a cesspool of Liberals."
Navy names ship after gay rights advocate Harvey Milk,0,-1,Liberals who won't serve honorably.
Navy names ship after gay rights advocate Harvey Milk,0,-1,Like Trump.
Navy names ship after gay rights advocate Harvey Milk,0,-1,Like Clinton
Navy names ship after gay rights advocate Harvey Milk,0,-1,Back then women didn't serve in the military much.
Navy names ship after gay rights advocate Harvey Milk,0,-1,Chelsea can
Navy names ship after gay rights advocate Harvey Milk,0,-1,Clintons
Navy names ship after gay rights advocate Harvey Milk,0,-1,"I could care less about billy boy, he isn't running."
Navy names ship after gay rights advocate Harvey Milk,0,-1,in the shadows
Navy names ship after gay rights advocate Harvey Milk,0,-1,Your tinfoil hat has slipped off and the rays are getting in again.
Navy names ship after gay rights advocate Harvey Milk,1,2,"- We're not talking about Trump, we're talking about you f*ggots."
Navy names ship after gay rights advocate Harvey Milk,0,-1,We've never needed someone to make America Great Again more so than right now.
Navy names ship after gay rights advocate Harvey Milk,0,-1,But Trump isn't a religious fanatical conservative. Do you think he really cares about the anti-gay agenda?
Navy names ship after gay rights advocate Harvey Milk,0,-1,Brought to you by William Jefferson Clinton.
Navy names ship after gay rights advocate Harvey Milk,0,-1,Perhaps they can use it as a target ship for torpedo trials.
Navy names ship after gay rights advocate Harvey Milk,1,2,these are the people leading us. people who would light up the white house with the gay flag. people who want our country invaded by sharia law pushing islamists. Obama hated this country and only served to turn it around toward destruction
Navy names ship after gay rights advocate Harvey Milk,0,-1,"No, I think Obama thought he would make this country in his own image."
Navy names ship after gay rights advocate Harvey Milk,1,2,Milk has sexual relations with multiple male enlisted men and is forced out of the Navy with a less than honorable discharge. His reward for his unacceptable conduct is he gets a ship named after him for his political activities in San Francisco. No wonder our military is in such a mess.
Navy names ship after gay rights advocate Harvey Milk,0,-1,Navy Secretary Ray Mabus; LMAO!
Navy names ship after gay rights advocate Harvey Milk,0,-1,America is fast becoming a failed state.
Navy names ship after gay rights advocate Harvey Milk,0,-1,"So get out, traitor."
Navy names ship after gay rights advocate Harvey Milk,0,-1,How is Eyeseeit a traitor ?
Navy names ship after gay rights advocate Harvey Milk,0,-1,GFY!
Navy names ship after gay rights advocate Harvey Milk,0,-1,Correction; IS a failed state.
Navy names ship after gay rights advocate Harvey Milk,0,-1,"So get out, traitor."
Navy names ship after gay rights advocate Harvey Milk,0,-1,Who are you?
Navy names ship after gay rights advocate Harvey Milk,0,-1,"I woke up in a Soho doorway, a policeman knew my name. He said ""You can go sleep at home tonight if you can get up and walk away."" I slipped back to the Underground and the breeze blew back my hair. I remember throwing punches around and preaching from my chair. Well, who are you?"
Navy names ship after gay rights advocate Harvey Milk,0,-1,"I sure you""ll enjoy; G.F.Y."
Navy names ship after gay rights advocate Harvey Milk,0,-1,Thanks for admitting you lost this argument.
Navy names ship after gay rights advocate Harvey Milk,0,-1,"The only thing lost here is your manhood and dignity.Mine is very much in tact,Fudgepounder."
Navy names ship after gay rights advocate Harvey Milk,0,-1,"Aww, how adorable! You're so sure you've lost the argument, you're upping the ante on the rude insults. How very sad."
Navy names ship after gay rights advocate Harvey Milk,0,-1,"So long,Fairy."
Navy names ship after gay rights advocate Harvey Milk,0,-1,"combat vet,Mekong.Honorable Discharge,Purple Heart,etc.etc.What's been YOUR service to America,Pogeybait ?"
Navy names ship after gay rights advocate Harvey Milk,0,-1,To all the lying liberals who keep saying he was Honorably discharged. Britannica.com/biography/Harvey-Milk Not according to Harvey he wasn't.
Navy names ship after gay rights advocate Harvey Milk,0,-1,And military records don't support his claim. Like any politician he was pandering for sympathy and votes.
Navy names ship after gay rights advocate Harvey Milk,0,-1,"Sorry, Navy, but this is just wrong! There must be numerous homosexuals who have served our country with distinction and not been given a ""less than honorable"" discharge. The ship could have been named after one of them."
Navy names ship after gay rights advocate Harvey Milk,1,2,Or at least ones that didn't openly brag about their pedophilia exploits
Navy names ship after gay rights advocate Harvey Milk,0,-1,He was honorably discharged. Go to the United States Naval Institute site and read for yourself.
Navy names ship after gay rights advocate Harvey Milk,0,-1,"I will. So, you are saying the the AP is incorrect on that."
Navy names ship after gay rights advocate Harvey Milk,0,-1,Yes I am. Have fun.
Navy names ship after gay rights advocate Harvey Milk,0,-1,"Interestingly, I find both comments on various site. Honorably and less than honorable. I will hope that the Navy has better presence of mind than naming a ship after someone with a ""less than"""
Navy names ship after gay rights advocate Harvey Milk,0,-1,"That is indeed what the article on the USNI web says. It is not unusual for the AP to be wrong... but usually it favors causes such as this. But, if he was indeed honorably discharged, I apologize to him and withdraw my objection to the ship naming."
Navy names ship after gay rights advocate Harvey Milk,0,-1,"I really wish there was more info on his Discharge Type as that has fueled a lot of derisive comments, but I have to default with USNI as they are pretty good with getting it right. They also provide info on the article's author at the bottom. Now all that aside, the Navy could have chosen a different vessel than an oiler. The jokes from that will be going around for decades."
Navy names ship after gay rights advocate Harvey Milk,0,-1,after you pay the $40 to access it I will
Navy names ship after gay rights advocate Harvey Milk,0,-1,are you talking about?
Navy names ship after gay rights advocate Harvey Milk,0,-1,This is what happens when you politicize the military and make a social experiment out of it.
Navy names ship after gay rights advocate Harvey Milk,0,-1,The comments below (and above) are exactly WHY it is appropriate to name the ship after someone who stood up for civil and human rights.
Navy names ship after gay rights advocate Harvey Milk,1,2,"And by stood up, you mean kneel in front of a 13 year old boy..."
Navy names ship after gay rights advocate Harvey Milk,1,2,Or behind...
Navy names ship after gay rights advocate Harvey Milk,0,-1,Ever heard of the republican icon Mark Foley?
Navy names ship after gay rights advocate Harvey Milk,0,-1,"No, did someone name a boat after him?"
Navy names ship after gay rights advocate Harvey Milk,0,-1,Try bobbling him and asking. You are the expert on pedophiles (experience counts).
Navy names ship after gay rights advocate Harvey Milk,1,2,"Short answer is, No. They didn't name a boat after him like they are doing for this pedophile."
Navy names ship after gay rights advocate Harvey Milk,0,-1,"But who was given a ""less than honorable"" discharge from the very Navy who is naming the ship after him. I guess THAT doesn't count"
Navy names ship after gay rights advocate Harvey Milk,0,-1,"I don't disagree with your point of view about the comments, but I can tell you this. If we had people at the top who understood the military because they had served, or had other alliances with it, we would not have such controversial issues."
Navy names ship after gay rights advocate Harvey Milk,0,-1,Our Commander in Chief is on the record as supporting and honoring known pedophiles. When will people say enough already?
Navy names ship after gay rights advocate Harvey Milk,0,-1,Your obsession with pedophilia tells me you are a pedophile. Please seek help for your sickness.
Navy names ship after gay rights advocate Harvey Milk,0,-1,Please stick to your day job.........babysitting your mom's basement.
Navy names ship after gay rights advocate Harvey Milk,0,-1,"I get it, you can't defend your pedophilia, so you're lashing out. Get help."
Navy names ship after gay rights advocate Harvey Milk,0,-1,You giving out a psychological diagnosis and/or advice is the equivalent of a monkey solving a puzzle for a banana.
Navy names ship after gay rights advocate Harvey Milk,0,-1,Did you enjoy the banana?
Navy names ship after gay rights advocate Harvey Milk,0,-1,"Were you trying to make a gay reference? Or call me a monkey....in which case, you were, AGAIN using my post to try and attack. You really are incapable of coming up with any original thought.."
Navy names ship after gay rights advocate Harvey Milk,0,-1,Are you really so dense you couldn't figure out what I was saying? I doubt you even got the banana. Poor sad thing!
Navy names ship after gay rights advocate Harvey Milk,0,-1,So demonizing pedophilia is worse than naming naval ships after a known pedophile? Please explain
Navy names ship after gay rights advocate Harvey Milk,0,-1,Another one who is obsessed with pedophilia. Keep your kids away from @dinsmo81. Sick and dangerous.
Navy names ship after gay rights advocate Harvey Milk,0,-1,"Well,your mental identity is very much open to question,given your postings;right ?"
Navy names ship after gay rights advocate Harvey Milk,0,-1,What kind of Commander in Chief would allow this to happen?
Navy names ship after gay rights advocate Harvey Milk,1,2,I love rhetorical questions. We all know what kind
Navy names ship after gay rights advocate Harvey Milk,1,2,May God send it to the bottom of the sea. Disgusting.
Navy names ship after gay rights advocate Harvey Milk,0,-1,"""Milk's career as a Navy officer, however, ended with an ""other than honorable"" discharge,"" Yup! That's the kind of person we should be naming ships after. And my comment has nothing to do with his preferences, just his performance as a Navy officer. But apparently his preferences have more to do with a ship being named after him than his performance.... as far as the Navy is concerned."
Navy names ship after gay rights advocate Harvey Milk,1,2,"As a Navy Veteran, I hope that they painted a target on the hull...."
Navy names ship after gay rights advocate Harvey Milk,0,-1,If you were a Veteran you would not say that. Why would you want a bunch of kids put in harms way that had no say in the matter?
Navy names ship after gay rights advocate Harvey Milk,0,-1,"technically, they do. They just may not be in the military anymore if they speak out."
Navy names ship after gay rights advocate Harvey Milk,1,2,If you were a Navy Veteran you would understand what GOTRUMPFORAMERICA means by his comments. Naming a ship after a gay that was discharged under other than honorable conditions shows how sick our government and country is.
Navy names ship after gay rights advocate Harvey Milk,0,-1,The next one will be Margaret Sanger
Navy names ship after gay rights advocate Harvey Milk,0,-1,SS Sandusky
Navy names ship after gay rights advocate Harvey Milk,1,2,Does the ship only go in reverse?
Navy names ship after gay rights advocate Harvey Milk,1,2,"It comes with a pitcher, and a catcher mode"
Navy names ship after gay rights advocate Harvey Milk,1,2,This will strike fear in our enemies....! They will be afraid they will be rear ended by a ferry boat...
Navy names ship after gay rights advocate Harvey Milk,1,2,"Are they also going to paint it PINK, color a big brown A55hole by the rudder and paint DIX on the guns ? ? Unfrigginbelievable."
Navy names ship after gay rights advocate Harvey Milk,1,2,Man it with gays and send to cruise the shores of Iran.....A real threat to their Evinrude navy. Who's going to engineer and make the condom it has to be wrapped in?
Navy names ship after gay rights advocate Harvey Milk,0,-1,Wow... Loss of words.
Navy names ship after gay rights advocate Harvey Milk,1,2,I am truly scared of this country now. What have we become? I am not doubting this person may be seen as a person to be recognized for his contribution in history but to name a US Navel Ship this is insane. This country would rather name a ship after a gay right activist then a person of the military maybe a person who died defended America. I am sorry but this is just wrong. It is not the place for reconnection. I don't have an issue with gay's as my grandson is gay but I refuse for them to have more clout then everyone else. A person who is gay should not define them. I think it is respectful to recognize that many have differences but not to award these differences as a power tool. Maybe they should name a ship after my husband who spent 7 1/2 years in the US Navy from 1960-1967.
Navy names ship after gay rights advocate Harvey Milk,0,-1,How does naming a ship after him give gays more clout as you say? The navy decided to name this class of ship after people making significant contributions to civil and human rights. Milk did that for the gay community. There are many other classes of ships named after military personnel.
Navy names ship after gay rights advocate Harvey Milk,0,-1,Did your husband become an activist fighting for the equal treatment of others?
Navy names ship after gay rights advocate Harvey Milk,0,-1,Funny to watch a bunch of Cons who never served criticizing a man who served honorably.
Navy names ship after gay rights advocate Harvey Milk,1,2,"Serving up BJ's to little boys isn't ""serving honorably"""
Navy names ship after gay rights advocate Harvey Milk,0,-1,"I agree, so why do you keep doing it?"
Navy names ship after gay rights advocate Harvey Milk,1,2,He was a self admitted pedophile.
Navy names ship after gay rights advocate Harvey Milk,0,-1,than honorably..read the article queerbait..
Navy names ship after gay rights advocate Harvey Milk,0,-1,"Oh, an article on Fox couldn't possibly be wrong. That's hilarious!"
Navy names ship after gay rights advocate Harvey Milk,0,-1,Why do you keep lying? He was discharged dishonourably.
Navy names ship after gay rights advocate Harvey Milk,0,-1,Why do YOU keep lying?
Navy names ship after gay rights advocate Harvey Milk,0,-1,See I provide my sources. You just lie.
Navy names ship after gay rights advocate Harvey Milk,0,-1,You are probably in denial about a lot of things. No surprise there. You're broken. Sad.
Navy names ship after gay rights advocate Harvey Milk,0,-1,"I JUST provided you a source. Britannica.com/biography/Harvey-Milk According to Britannica AND Harvey, he received a dishonourable discharge."
Navy names ship after gay rights advocate Harvey Milk,0,-1,"Is the baby still crying? Aw, don't cry, baby. Mommy will come to change your diaper."
Navy names ship after gay rights advocate Harvey Milk,1,2,"LoL That's what I thought. You get shown that you're supporting a pedophile and you got nothing to say. But like I said, that's what we expect from your ilk."
Navy names ship after gay rights advocate Harvey Milk,0,-1,"Poor thing, your hatred has melted your brain. Assuming there was a brain to begin with. But it's fun making you dance like a monkey on a chain. Dance, monkey!"
Navy names ship after gay rights advocate Harvey Milk,0,-1,"I'm currently serving so take your little smirk and shove it. He didn't serve honorably, which is why he got an other than honorable discharge."
Navy names ship after gay rights advocate Harvey Milk,0,-1,"Sure you are, buddy. Sure you are."
Navy names ship after gay rights advocate Harvey Milk,0,-1,Keep living in denial chickensh!t. I'm totally not sitting in my flightsuit getting ready to go to base. You are so right. You are such a smart little Libby keep telling yourself that you special little flower.
Navy names ship after gay rights advocate Harvey Milk,1,2,"Hope the pos sinks with all of her don't ask, don't tell sailors on board."
Navy names ship after gay rights advocate Harvey Milk,0,-1,Wishing the death of US military personnel? Sounds like treason to me!
Navy names ship after gay rights advocate Harvey Milk,0,-1,What would you know about service or treason?
Navy names ship after gay rights advocate Harvey Milk,1,2,The USS Qeerbarge
Navy names ship after gay rights advocate Harvey Milk,1,2,"Is it really a Navy ship, or just the San Francisco Bay Fairy?"
Navy names ship after gay rights advocate Harvey Milk,0,-1,lol
Navy names ship after gay rights advocate Harvey Milk,1,2,Honoring pedophiles is long overdue. Does it have to be liberal pedophiles or do other ones get boats too?
Navy names ship after gay rights advocate Harvey Milk,0,-1,"Yeah, you Cons made a pedophile Speaker of the House! You must be so proud!"
Navy names ship after gay rights advocate Harvey Milk,0,-1,That was water-carrying republicans. No conservatives were involved.
Navy names ship after gay rights advocate Harvey Milk,0,-1,LOL.. sure honey.
Navy names ship after gay rights advocate Harvey Milk,0,-1,"When name-calling starts, you have lost"
Navy names ship after gay rights advocate Harvey Milk,0,-1,"Nope, when you put a pedophile two heartbeats away from the Presidency, you've lost. Nice try, though."
Navy names ship after gay rights advocate Harvey Milk,0,-1,"I agree we have lost, but it was no speaker who destroys our military. It is Barack Obama and his employers."
Navy names ship after gay rights advocate Harvey Milk,0,-1,"You are such a drama queen. The military is not ""destroyed""."
Navy names ship after gay rights advocate Harvey Milk,0,-1,I don't believe you have any right to judge the military. When did you serve?
Navy names ship after gay rights advocate Harvey Milk,0,-1,From 1990 to 2012.
Navy names ship after gay rights advocate Harvey Milk,0,-1,sure
Navy names ship after gay rights advocate Harvey Milk,0,-1,"I don't believe you should have made a pedophile Speaker of the House, but you seem to be fine with that. Sad."
Navy names ship after gay rights advocate Harvey Milk,1,2,Proof the Navy has a sense of humor. I can here it now. U.S.S. Milk full of seaman enter San Francisco.
Confederate flag debate: Protecting hatred preserves freedom,0,-1,"Judge Napolitano, I must correct you on a talking point I just watched you state on Fox Extra. Your point that South Carolina should remove the Confederate Flag from the State House is wrong, and it surprises me that you failed to do the proper research. The state legislature removed the Confederate Flag from the State House on 1 July 2000. It was then placed BEHIND the Confederate War Memorial on State House grounds to honor the troops from SC who fought for the Confederacy, right where it belongs. In the future, PLEASE do your research before spouting off like a liberal."
Confederate flag debate: Protecting hatred preserves freedom,0,-1,"The flag means different things to different people, especially people that do not live in the south and do not understand southerners or their heritage. I have no hate for any race, I try to avoid ticking off others by using racial comments in public just as I try to avoid cussing at the office. But don't understand how 13% of the population can tell the rest of us that we have to believe what they believe, and we cannot honor our ancestors who fought the North in the civil war by flying a flag on our private residence if we choose to. Two weeks ago I started flying both the American flag as well as the confederate battle flag daily. Don't like it, make your opinions known from the street, touch my flag and I'll defend my possessions as its attached to my house. Since I started flying it, 5 other neighbors have started flying theirs as well. All of which used to fly the American flag on flag day, holidays, and anytime it felt right to do so, now they all fly the Rebel flag(battle flag) as we feel we are under attack, not from minorities who live in the south, but once again from activists from the North, forcing their opinions and rules and regulations on us where they have no right to do so. I am rebelling against that in the easiest way I can, by flying a flag that I have displayed on my first car for 40 years, and flying the flag of my College, and the confederacy...regardless if it lost a war or not. The North cannot abolish southern values or heritage, even if they want to protest our government buildings, try it in the suburbs and see what type of response you get."
Confederate flag debate: Protecting hatred preserves freedom,0,-1,You lost me when you brought god into it.
Confederate flag debate: Protecting hatred preserves freedom,0,-1,I wish we had Napolitano on the US Supreme Court! Great article.
Confederate flag debate: Protecting hatred preserves freedom,0,-1,I wonder why the author did not stand up for the rights of those who support international hate groups such as islamic terrorist. Where does he stand on terrorist like ISIS recruiting via social media.
Confederate flag debate: Protecting hatred preserves freedom,0,-1,No I couldn't even finish reading this because it is wrong at the base and it is wrong throughout.. You should really do some research on the different flags there are that are similar.
Confederate flag debate: Protecting hatred preserves freedom,0,-1,The Stars and Bars is a symbol of souther heritage.
Confederate flag debate: Protecting hatred preserves freedom,0,-1,Are they removing the Black Panthers colors or just the stars and bars.
Confederate flag debate: Protecting hatred preserves freedom,0,-1,"The Left insists that Americans recognize racism today and acknowledge its stain on our history. We already do this daily, from private discussions to national conversations (Ferguson, Baltimore), motion pictures (12 Years a Slave, Selma), and even Black History Month. To that end, Democrats should stop flinging their Confederate flag onto the Grand Old Party. Instead, knock-kneed Republicans should steel themselves for once and demand that Democrats concede that they invented this intimidating standard and deployed it for more than a century to keep blacks down."
Confederate flag debate: Protecting hatred preserves freedom,1,-1,"The Flag did not keep blacks from being successful, they did it to themselves. They have more opporiturity than most white people today and its been over thirty years. Most blacks will never be successful, they do not have the drive to push forward, they want something for nothing."
Confederate flag debate: Protecting hatred preserves freedom,0,-1,"Former governor Howard Dean (D., Vt.) told the Democratic National Committee in 2003 that “white folks in the South who drive pickup trucks with Confederate-flag decals on the back ought to be voting with us.” That November, Dean declared: “I still want to be the candidate for guys with Confederate flags in their pickup trucks.” Two years later, he became chairman of the Democratic National Committee."
Confederate flag debate: Protecting hatred preserves freedom,0,-1,"I think you've missed the point of his comments. ""Missing the point"" seems to be a common theme with you."
Confederate flag debate: Protecting hatred preserves freedom,0,-1,"As a Democratic governor, Bill Clinton in 1987 signed Act 116, which concerned his state banner. It read: “The blue star above the word ‘ARKANSAS’ is to commemorate the Confederate States of America.”"
Confederate flag debate: Protecting hatred preserves freedom,0,-1,Democratic activists General E. Lee adopted the flag as his national symbol in 1863
Confederate flag debate: Protecting hatred preserves freedom,0,-1,Who is E. Lee? Is he famous or something?
Confederate flag debate: Protecting hatred preserves freedom,0,-1,"Robert E Lee, confederated General, leader of the confederated army. Did you study history?"
Confederate flag debate: Protecting hatred preserves freedom,0,-1,"What he was pointing out...which evidently you were not bright enough to pick up on...is that the first poster missed the ""Robert"" in Robert E Lee."
Confederate flag debate: Protecting hatred preserves freedom,0,-1,"< an example of progressives making sure everyone is doing exactly what the left says is PC. GFY, I'm sure you understand very well what those letters mean, right gruber?"
Confederate flag debate: Protecting hatred preserves freedom,0,-1,"Not politically correct, just correct. There is no general E. Lee. Calling people names like ""gruber"", shows you are an immature child. Grow up."
Confederate flag debate: Protecting hatred preserves freedom,0,-1,"I firmly support the right of Southerners, rednecks, Republicans, and other miscellaneous halfwits to fly the Confederate flag. I particularly support it and encourage it during election years. Please, fly the flag and let minority voters exactly what you think of them. Your help in encouraging these people to vote will be doing your country a tremendous service."
Confederate flag debate: Protecting hatred preserves freedom,0,-1,The Confederate Battle Flag to me represents to me the willingness to stand up to an obsessive Federal Government that enforces its will through violent force. No state ever surrendered its Sovereignty under the Unites States Constitution. During the Philadelphia debates that was one of the main issues. The states ONLY surrendered 18 power that the Federal Government of the newly formed REPUBLIC would have the power to enforce. Also didn't South Carolina have the oldest Constitution that predates the US Constitution. Now that basically means that the Confederate Battle Flag represents standing up to tyranny and oppression of a tyrannical government. The war for independence from British Oppression was fought for the same reason as the civil war. The civil war was not fought over slavery...it was fought over the belief that the federal government did not have the authority to dictate to the states...(minus a constitutional admin.) Slavery was wrong and terrible blight on our past. The Confederate Battle Flag is part of our history and our southern heritage.
